#
# --- THIS DATASET HAS BEEN PREPARED IN THE CONTEXT OF A RESEARCH PROJECT. DATA SHOULD NOT BE USED TO SUPPORT THE DESIGN OF FLOOD MITIGATION INFRASTRUCTURE. ---
# Author : Julien Lerat, CSIRO Environment
# Reference : Lerat and Vaze (2025), When the impossible flood happens: how February 2022 redefines extreme floods in Australia. Communications Earth and Environment
# Version : 5
# Date : 2025-04-13 11:52:33.846679
# Source file : DATA_prepare_flood_data.py
#
FLOODID,EVENT,ZONE,REGION,CATEGORY,START_DATE,END_DATE,FATALITIES,INJURED,INSURED_COST,URL,DESCRIPTION,SOURCES,LONGITUDE_MIN,LONGITUDE_MAX,LATITUDE_MIN,LATITUDE_MAX,INSURANCECOUNCILAUSTRALIA_CATID,INSURANCECOUNCILAUSTRALIA_DESCRIPTION,INSURANCECOUNCILAUSTRALIA_NORMLOSSVALUE,INSURANCECOUNCILAUSTRALIA_TOTALCLAIMS,STATES,SHORTNAME,MORE_THAN_5_SITES_AVAILABLE
WodenValley-Jan71,Flood - Woden Valley,Australian Capital Territory,Canberra (ACT),Flood,1971-01-26,1971-01-26,7.0,15.0,Not Available,https://knowledge.aidr.org.au/resources/flood-woden-valley-act-1971/,"On 26 January 1971, a super cell thunderstorm caused widespread flooding in the Woden Valley in Canberra's south-east. The rainfall started at approximately 7:30pm-7:50pm; up to 100 millimetres was recorded in one hour by private rain gauges in the suburbs of Farrer and Torrens. ..Rainwater filled the creek running beside the Woden Valley freeway. As debris blocked the valley, the backup of water sent a flash flood onto the freeway. Two hundred metres wide and one-and-a-half metres deep, the torrent engulfed over a dozen cars...The incident caused the deaths of seven people, aged between six and 20 years. The Coroner's report found the deaths to be the result of accidental drowning. ..The Department of Interior estimated the damage to public and government-owned property at $120,000. The Bureau of Meteorology estimated the total damage bill at $9 million. ","ABC News, 'Memorial to remember 1971 flood victims', 9 September 2009, website viewed 8 May 2012.
Australian Bureau of Statistics, Australian Capital Territory in focus, 2007, website viewed 8 May 2012.
Bureau of Meteorology, Summary of significant severe thunderstorm events in NSW - 1970/1979, website viewed 8 May 2012.
The Parliament of the Commonwealth of Australia, Woden Valley flood 26 January 1971, parliamentary paper no. 22, 1971, pp 1 – 6 (Coroner's statement and findings), 1, 9 - 12 (Department of the Interior report).",148.0,150.0,-37.0,-35.0,,,,,ACT,Jan71,0
CycAlthea-Dec71,Cyclone Althea,Queensland,Townsville,Cyclone,1971-12-24,1971-12-27,3.0,25.0,25000000,https://knowledge.aidr.org.au/resources/cyclone-cyclone-althea-queensland/,"On 24 December 1971, Tropical cyclone Althea swept across Townsville, resulting in three deaths...Ninety per cent of the Magnetic Island houses were either damaged or destroyed..At Bowen, two tornadoes caused damage to both trees and houses..There was major flooding in Burdekin, resulting in a storm surge measuring 2.9 metres in the Townsville Harbour and a 3.66 metres storm surge north at Toolakea. Although the Toolakea storm surge occurred at low tide, the surge and large waves caused extensive damage along the Strand and at Cape Pallarenda..The Insurance Council of Australia estimated the 1971 damage at $25 million, with the 2012 estimated normalised cost of $648 million.","The Age, ‘Now the great cyclone clean up starts’, 29 December 1971, website viewed 5 May 2011.
Brisbane Times, ‘Factbox: Australia’s worst recent cyclones’, 1 February 2011’, website viewed 5 May 2011.
Bureau of Meteorology, Report by Director of meteorology on Cyclone Althea, website viewed 5 May 2011.
Bureau of Meteorology, Severe Tropical Cyclone Althea 19 - 24 December 197’, website viewed 5 May 2011. 
Bureau of Meteorology, Tropical Cyclone impacts along the Australian east coast from November to April 1858 to 2000, website viewed 5 May 2011.
Insurance Council of Australia, Historical disaster statistics, March 2012, website viewed 23 May 2012.",142.0,155.0,-25.0,-12.0,712,"On 24 December 1971, Tropical Cyclone Althea swept across Townsville resulting in three deaths. On Magnetic Island 90 per cent of the houses were damaged or destroyed. Two tornadoes damaged trees and houses at Bowen. There was major flooding in Burdekin, resulting in a storm surge measuring 2.9 m in the Townsville Harbour and a 3.66 m storm surge north at Toolakea. Although the Toolakea storm surge occurred at low tide, the surge and large waves caused extensive damage along the Strand and at Cape Pallarenda.",1134000000.0,0.0,QLD,Dec71,1
CycEmily-Mar72,Cyclone Emily,Queensland,"Bundaberg , Rockhampton",Cyclone,1972-03-27,1972-04-02,8.0,,Not Available,https://knowledge.aidr.org.au/resources/cyclone-cyclone-emily-queensland/,In late March 1972 Tropical cyclone Emily formed off the southern and central coasts of Queensland. The event caused eight deaths (in three separate incidents)...Flooding associated with the cyclone affected Kingaroy and Brisbane.,"Australian National Geographic, Timeline: Australia’s worst cyclone, website viewed 2 May 2011.
Bureau of Meteorology, Tropical Cyclone Emily 27 March – 2 April 1972, website viewed 2 May 2011.",147.0,155.0,-35.0,-20.0,,,,,QLD,Mar72,1
QLD-Mar73,"Flood - Queensland, Northern Territory and Western Australia",Queensland,"Birdsville , Cooktown , Longreach , Mornington Island , Mount Isa",Flood,1973-03-02,1973-03-30,,,30000000,https://knowledge.aidr.org.au/resources/flood-queensland-northern-territory-and-western-australia-1973/,"Tropical Cyclone Madge crossed the coast near Cooktown causing widespread rain, which resulted in subsequent flooding to neighbouring towns along the coast. Coinciding Tropical Cyclone Bella also brought about extensive rain towards the end of March. The heavy rainfall caused river levels to rise and flood across Queensland including the Herbert, Tully, Nicholson, Gregory, Georgina, Burke, Hamilton, Diamantina, Thomson and Cloncurry...The Bruce Highway, connecting Cairns and Townsville, was inundated with water and was subsequently cut in six places. There was also damage to buildings and houses along with reports of heavy crop and livestock losses...The Insurance Council of Australia estimated the 1973 damage at $30m with, the 2017 normalised loss value was $1.4 billion (note this is a combined cost with Northern Territory, and Western Australia).","Bureau of Meteorology, Queensland flood summary 1970 - 1979, website viewed 17 May 2011
Bureau of Meteorology, Tropical cyclone impacts along the Australian east coast from November 1858 to 2000, website viewed 17 May 2011
Insurance Council of Australia, Historical and current disaster statistics, 21 April 2011, website viewed 17 May 2011",137.0,150.0,-25.0,-10.0,731,"Tropical Cyclone Madge crossed the coast near Cooktown causing widespread rain, which resulted in subsequent flooding to neighbouring towns along the coast. Coinciding Tropical Cyclone Bella also brought about extensive rain towards the end of March. The heavy rainfall caused river levels to rise and flood across Queensland including the Herbert, Tully, Nicholson, Gregory, Georgina, Burke, Hamilton, Diamantina, Thomson and Cloncurry._x000D_
 The Bruce Highway, connecting Cairns and Townsville, was inundated with water and was subsequently cut in six places. There was also damage to buildings and houses along with reports of heavy crop and livestock losses.",2126800000.0,0.0,QLD,Mar73,1
EastAustralia-Feb74,Flood - Eastern Australia,"New South Wales, Queensland, South Australia, Tasmania, Victoria","Brisbane, Coober Pedy, Dubbo, Launceston, Lismore (NSW), Melbourne, Oodnadatta, Sydney, Tamworth, Wollongong",Flood,1974-01-25,1974-04-01,27.0,300.0,136000000,https://knowledge.aidr.org.au/resources/flood-eastern-australia/ https://knowledge.aidr.org.au/resources/flood-brisbane-river-queensland-1974/,"Blended event: [https://knowledge.aidr.org.au/resources/flood-eastern-australia/] In January 1974 Queensland, and to some extent other states, incurred significant flooding, with large areas of the country inundated. In Brisbane a very wet 1973 occurred and the rains had already resulted in some flooding when, on 24 January, cyclone Wanda hit the north of the city. Wanda came with relatively little wind but produced record rains over the Australia Day holiday. Over the long weekend, Brisbane received 580 mm of rain, with much higher falls over river catchments near the city (1,300 mm in five days at Mt Glorious). Approximately 40 houses situated on the banks of the rivers and creeks were washed away as rivers flooded to their highest levels since the 1893 floods..Fourteen lives were lost in the floods and many people had to be rescued from rising waters..Record floods were also reported in New South Wales with much of the state affected. In May 1974, record flood levels occurred in the Ovens and Maribyrnong rivers in Victoria. Many settlements in South Australia were also badly affected; Oodnadatta, Marree, Moomba, Iron Knob, Andamooka and Coober Pedy were cut off by floodwaters. In Tasmania, floods in the St Marys area in March - April caused extensive damage..The Insurance Council of Australia estimated the 1974 damage at $68 million, with the 2011 estimated normalised cost of $2645 million. [https://knowledge.aidr.org.au/resources/flood-brisbane-river-queensland-1974/] On 24 January 1974, torrential rain and record breaking floods were a direct result of Tropical Cyclone Wanda, which crossed north of Brisbane..Record flooding occurred in the Bulloo, Paroo, middle and lower reaches of the Flinders, Norman, Gilbert, Cooper, Diamantina, Georgina and Eyre rivers and creeks as well as Nerang, Brisbane City metropolitan, upper Brisbane, Bremer, Warrill and Logan rivers. By 29 January the Brisbane area had recorded 900 mm of rain. Brisbane also received 314 mm of rain in a 24 hour period surpassing the previous record established in 1931..Six thousand houses were inundated by flood waters, where 56 were either completely destroyed or deemed uninhabitable. There was widespread damage to infrastructure including roads, railways and bridges as well as power lines, resulted in serious power failures throughout the affected regions. Business and industries sustained millions of dollars in losses due to heavy deluge..The Insurance Council of Australia estimated the 1974 damage at $68 million, with the 2011 estimated normalised cost of $2645 million.","Blended event: [https://knowledge.aidr.org.au/resources/flood-eastern-australia/] Bureau of Meteorology, Federation and Meteorology, Brisbane floods January 1974, p 1611, website viewed 5 December 2011
Bureau of Meteorology, Known floods in the Brisbane and Bremer River Basin, website viewed 5 December 2011
Geoscience Australia, Natural hazards and the risks they pose to Southeast Queensland, Chapter 4, Tropical Cyclone Risks, p 1, website viewed 5 December 2011
Fraser B, Macquarie book of events. 1st edn. Netley, South Australia: Macquarie Library Pty. Ltd. 1984, p 576
Insurance Council of Australia, Historical and current disaster statistics, 24 November 2011, website viewed 5 December 2011. [https://knowledge.aidr.org.au/resources/flood-brisbane-river-queensland-1974/] Australian Government Culture, 18 February 2011, website viewed 18 May 2011
Bureau of Meteorology, Tropical cyclone impacts along the Australian east coast from November 1858 to 2000, website viewed 18 May 2011
Bureau of Meteorology, Queensland flood summary 1970-1979, website viewed 18 May 2011
Insurance Council of Australia Historical and current disaster statistics, 21 April 2011, website viewed 18 May 2011
ABC Broadcast Transcript Stateline Rewind, Brisbane floods broadcast, 23 January 2004, website viewed 18 May 2011",137.0,155.0,-37.0,-10.0,741,"On 24 January 1974, torrential rain and record breaking floods were a direct result of Tropical Cyclone Wanda, which crossed north of Brisbane. Record flooding occurred in the Bulloo, Paroo, middle and lower reaches of the Flinders, Norman, Gilbert, Cooper, Diamantina, Georgina and Eyre rivers and creeks as well as Nerang, Brisbane City metropolitan, upper Brisbane, Bremer, Warrill and Logan rivers. By 29 January the Brisbane area had recorded 900 mm of rain. Brisbane also received 314 mm of rain in a 24 hour period surpassing the previous record established in 1931. Six thousand houses were inundated by flood waters, where 56 were either completely destroyed or deemed uninhabitable. There was widespread damage to infrastructure including roads, railways and bridges as well as power lines, resulted in serious power failures throughout the affected regions. Business and industries sustained millions of dollars in losses due to the heavy deluge.",5258600000.0,0.0,NSW/QLD/SA/VIC/TAS,Feb74,1
WestSydney-Apr74,Flood - Western Sydney,New South Wales,Sydney,Flood,1974-04-24,1974-04-24,1.0,,20000000,https://knowledge.aidr.org.au/resources/flood-western-sydney-1974/,"On 24 April 1974, severe flash flooding caused heavy damage in Sydney's western suburbs and the Blue Mountains. During a three-day period, rainfall of approximately 200 mm of was recorded. One person died as a result of the flooding...The Insurance Council of Australia estimated the 1974 damage at $20 million, with the 2011 normalised cost of $509 million.","Insurance Council of Australia, Historical and current disaster statistics, 21 April 2011, website viewed 7 June 2011
Bureau of Meteorology, Summary of significant severe thunderstorm events in NSW 1970 / 1979, 2011, website viewed 7 June 2011",149.0,152.5,-37.0,-32.6,743,"On 24 April 1974, severe flash flooding caused heavy damage in Sydney's western suburbs and the Blue Mountains. During a three-day period, rainfall of approximately 200 mm of was recorded. One person died as a result of the flooding.",964300000.0,0.0,NSW,Apr74,0
CycTracy-Dec74,Cyclone Tracy,Northern Territory,Darwin,Cyclone,1974-12-25,1974-12-25,71.0,650.0,200000000,https://knowledge.aidr.org.au/resources/cyclone-cyclone-tracy-darwin-1974/,"Tropical Cyclone Tracy struck Darwin in the early hours of 25 December 1974; Tracy was rated Category 4. Before the instruments failed, wind gauges registered speeds of 217 kilometres per hour. ..The damage to buildings and infrastructure was massive; Tracy impacted all power, water, sanitation and communications. Both commercial and industrial losses were huge. Over 80 per cent of all buildings were either destroyed or left seriously damaged. ..The cyclone resulted in the deaths of 71 people; these included 22 who were lost at sea...Cyclone Tracy caused the largest ever evacuation and reconstruction operations in peacetime Australia. A total of 35,362 people (of the approx 47,000 population) were evacuated to southern cities for many months:..25,628 by air.15,950 in civilian aircraft.9,678 in military aircraft.9734 by road..By 1978, Darwin was estimated to have regained the population level it had in December 1974...The Insurance Council of Australia estimated the 1974 damage at $200 million, with the 2012 estimated normalised cost of $4090 million.","Bureau of Meteorology, Cyclone Tracey Christmas 1974, website viewed 21 April 2011
Insurance Council of Australia, Historical disaster statistics, March 2012, website viewed 23 May 2012",127.0,137.0,-16.0,-10.0,746,"Tropical Cyclone Tracy struck Darwin in the early hours of 25 December 1974, and was rated a Category 4 cyclone. Before the instruments failed, the wind gauges registered speeds of 217 km per hour. The cyclone caused massive building and infrastructure damage to all power, water, sanitation and communications as well as huge commercial and industrial losses. More than 80 per cent of all buildings were destroyed or seriously damaged. The cyclone resulted in the death of 71 people, which included 22 who were lost at sea. Cyclone Tracy caused the largest ever evacuation and reconstruction operations in peacetime Australia. A total of 35,362 people (of the approx 47,000 population) were evacuated; 25,628 by air (15,950 in civilian aircraft and 9678 in military aircraft) and the remaining 9734 by road, to southern cities for many months.  By 1978, it was estimated that Darwin had regained the population level it had in December 1974.",7397400000.0,0.0,NT,Dec74,0
Sydney-Mar75,Flood - Sydney,New South Wales,Sydney,Flood,1975-03-09,1975-03-09,,,15000000,https://knowledge.aidr.org.au/resources/flood-sydney-1975/,"In March, severe flooding resulted in damage to the areas of Gosford, Sydney and the Illawarra region...The Insurance Council of Australia estimated the 1975 flood damage at $15 million, with the 2012 estimated normalised cost of $339 million.","Bureau of Meteorology, Summary of significant severe thunderstorm events in NSW 1970 / 1979, 2011, website viewed 8 June 2011

Insurance Council of Australia, Historical disaster statistics, March 2012, website viewed 23 May 2012

Woollahra Municipal Council, Rose Bay Catchment Flood Study, p. 12, viewed online 8 April 2015",149.0,152.5,-37.0,-32.6,751,"In March, severe flooding resulted in damage to the areas of Gosford, Sydney and the Illawarra region.",698600000.0,0.0,NSW,Mar75,1
CycJoan-Dec75,Cyclone Joan,Western Australia,Port Hedland,Cyclone,1975-12-08,1975-12-09,,,20000000,https://knowledge.aidr.org.au/resources/cyclone-cyclone-joan-western-australia/,"Tropical cyclone Joan developed over the Timor sea and was named on 1 December 1975. The system passed close to the northern tip of Western Australia before moving west to south-westerly over the ocean and gradually intensifying. Late on 6 December, Joan suddenly took a southerly direction; the eye crossed the coast 50 kilometres west of Port Hedland at about 6:00am on 8 December 1975...Despite Port Hedland not being in the centre of the storm, the township endured winds exceeding 90 kilometres per hour for approximately 10 hours. For three hours, the winds exceeded 120 kilometres per hour. The maximum wind gust measured was 208 kilometres per hour. Severe property damage occurred at Port Hedland and other nearby townships. Eighty-five per cent of all houses were damaged to some degree. Power and communications were lost for several days...Heavy rainfall inland caused flooding. Marandoo, near Tom Price, registered 591 millimetres while many other sites recorded rainfall over 400 millimetres. The heavy rain occurred along and just east of the cyclone track. Some of the two and three-day totals registered over the Hamersley Range represent in excess of a onc-in-100-year event...The Insurance Council of Australia estimated the 1975 damage at $20 million, with the 2011 estimated normalised cost of $398 million","ABC Perth, ‘Factbox: Australia’s worst cyclones', 2 February 2011, website viewed 16 April 2012.
Bureau of Meteorology, Tropical Cyclone Joan 8-9 December 1975, website viewed 16 April 2012. 
Insurance Council of Australia, Historical disaster statistics, March 2012, website viewed 16 April 2012.",110.0,130.0,-25.0,-10.0,752,"Tropical Cyclone Joan developed over the Timor sea and was named on 1 December 1975. The system passed close to the northern tip of Western Australia before moving west to south-westerly over the ocean and gradually intensified. Late on the 6th, the cyclone suddenly took a southerly direction and the eye crossed the coast 50 km west of Port Hedland at about 6am on 8 December 1975. Despite Port Hedland not being in the centre of the storm it was subjected to strong winds exceeding 90 km per hour for approximately 10 hours with winds in excess of 120 km per hour for three hours. The maximum measured wind gust was 208 km per hour. Severe property damage occurred at Port Hedland and other townships nearby. Eighty-five per cent of all houses were damaged to some degree. Power and communications were lost for several days. Heavy rainfall inland caused flooding. Marandoo, near Tom Price registered 591 mm while many other sites recorded rainfall over 400 mm. The heavy rain occurred along and just east of the cyclone track. Some of the two and three-day totals registered over the Hamersley Range represent in excess of a once in 100 year event.",644500000.0,0.0,WA,Dec75,0
Sydney-Feb78,"Flood - Sydney, Newcastle and Wollongong",New South Wales,Sydney,Flood,1978-02-10,1978-02-10,6.0,,15000000,https://knowledge.aidr.org.au/resources/flood-sydney-newcastle-and-wollongong-1978/,"Flooding on 10 February affected Sydney, Camden, Lismore, Taree and Moruya, resulting in six deaths. The flood accompanied severe storms that affected the Sydney, Newcastle and Wollongong regions on 10 and 11 February. ..The Hawkesbury River recorded a height of 14.31 m at the Windsor Bridge (NOTE: a new gauge at Windsor Bridge reduced measurements by 30.5 cm). The flooding caused main evacuation routes to be closed and loss of power to Richmond and Windsor including west of the Hawkesbury River. The McGraths Hill sewerage plant was interrupted; electricity cut to Hawkesbury-Nepean Valley's low lying areas, including widespread power blackouts through flood bound areas of the State...The Insurance Council of Australia estimated the 1978 damage at $15 million, with the 2011 estimated normalised cost of $215 million.","Bureau of Meteorology, Summary of Significant Severe Thunderstorm Events in NSW – 1970/1979, website viewed 8 April 2015

Insurance Council of Australia, Historical and current disaster statistics, 21 April 2011, website viewed 10 June 2011

Ministry for Police and Emergency Services, 1978 February Sydney and coastal flood, 18 September 2007, website viewed 8 June 2011",149.0,152.5,-37.0,-32.6,781,"Severe thunderstorms with localised flooding across western Sydney,",197300000.0,0.0,NSW,Feb78,0
CycAlby-Mar78,Cyclone Alby,Western Australia,Perth,Cyclone,1978-03-27,1978-04-04,5.0,,13000000,https://knowledge.aidr.org.au/resources/cyclone-cyclone-alby-western-australia-1978/,"Tropical cyclone Alby formed north-west of Port Hedland and was detected on 27 March 1978. The cyclone moved close to the south-west corner of Western Australia on 4 April 1978, killing five people. Though widespread, the damage in the south-west area was generally minor...Storm surges and large waves caused coastal inundation and erosion from Perth to Busselton, while very strong winds caused fires that burned hectares of forest and farming land. In terms of damage it is estimated that Alby was the most devastating storm on record to affect the south-western areas of Western Australia...The Insurance Council of Australia estimated the 1978 damage at $13 million, with the 2011 estimated normalised cost of $265 million.","Brisbane Times, ‘Factbox: Australia’s worst recent cyclones’, 1 February 2011, website viewed 16 April 2012.
Bureau of Meteorology, Tropical Cyclone Alby, website viewed 12 April 2012.
Bureau of Meteorology, Tropical cyclones affecting Perth, website viewed 16 April 2012.
Insurance Council of Australia, Historical disaster statistics, March 2012, website viewed 12 April 2012.",110.0,125.0,-36.0,-25.0,783,North Coast severe storms across multiple locations,196200000.0,0.0,WA,Mar78,0
CycHazel-Mar79,Cyclone Hazel,Western Australia,Carnarvon,Cyclone,1979-03-01,1979-03-01,15.0,5.0,15000000,https://knowledge.aidr.org.au/resources/cyclone-cyclone-hazel-western-australia-1979/,"Tropical Cyclone Hazel formed off the northwest Kimberley coast and reached maximum gusts of 137 km per hour at Carnarvon...The cyclone caused an estimated $20m worth of damage including $5m to wharf and salt loading equipment at Cape Cuvier and $2m to the banana crop in Carnarvon. A crew of 15 on a Taiwanese fishing boat was lost in heavy seas, 230 km north of Barrow Island. Considerable damage also occurred to buildings, trees, pasture and stock feed in the northern agricultural area especially around Geraldton...The Insurance Council of Australia estimated the 1979 damage at $15 million, with the 2011 estimated normalised cost of $202 million.","Insurance Council of Australia, Historical disaster statistics, March 2012, website viewed 23 May 2012",110.0,130.0,-27.0,-10.0,791,"Tropical Cyclone Hazel formed off the north-west Kimberley coast and reached maximum gusts of 137 km per hour at Carnarvon. The cyclone caused an estimated $20 million worth of damage including $5 million to wharf and salt loading equipment at Cape Cuvier and $2 million to the banana crop in Carnarvon. A crew of 15 on a Taiwanese fishing boat was lost in heavy seas, 230 km north of Barrow Island. Considerable damage also occurred to buildings, trees, pasture and stock feed in the northern agricultural area especially around Geraldton.",493100000.0,0.0,WA,Mar79,1
Dalby-Feb81,Flood - Dalby,Queensland,Brisbane,Flood,1981-02-01,1981-02-01,1.0,5.0,20000000,https://knowledge.aidr.org.au/resources/flood-dalby-queensland/,"Flooding in the wake of an ex-tropical cyclonic depression resulted in heavy damage in the Dalby township, north-west of Brisbane and the surrounding area. Heavy rainfall over the Myall creek catchment created serious flooding for the town of Dalby, the highest recorded at a height of 4.5 m. Approximately 2000 homes were inundated with water and there was considerable damage to the grain growing districts. One death was recorded...The Insurance Council of Australia estimated the 1981 damage at $20 million, with the 2011 estimated normalised cost of $205 million.","Bureau of Meteorology, Queensland flood summary 1980-1989, website viewed 3 May 2011
Bureau of Meteorology, Flood warning system Myall Creek to Dalby figure 1.1, website viewed 3 May 2011
Insurance Council of Australia, Historical disaster statistics, March 2012, website viewed 23 May 2012",150.0,155.0,-30.0,-25.0,,,,,QLD,Feb81,1
Sydney-Nov84,Flood - Sydney,New South Wales,Sydney,Flood,1984-11-08,1984-11-08,,,80000000,https://knowledge.aidr.org.au/resources/flood-sydney-1984/,"On the 8 November 1984, thunderstorms caused extremely heavy rain over a sizeable area near the centre of Sydney. Observatory Hill recorded 196 mm in three hours. Due to large expanses of urban areas being paved, much of the rainfall became flood run-off, causing damage to homes along the Harbour. Vehicles were swept off roads or buried in mud...Thousands of homes were flooded, and hundreds of people evacuated...The Insurance Council of Australia estimated the 1984 damage at $80 million, with the 2011 estimated normalised cost of $578 million.","Bureau of Meteorology, Flash Floods, 2011, website viewed 10 June 2011
Insurance Council of Australia, Historical disaster statistics, March 2012, website viewed 24 May 2012
The News and Courier, ‘Violent storm causes flood in Australia’, 9 November 1984, p 2, website viewed 10 June 2011",149.0,152.5,-37.0,-32.6,841,"On the 8 November 1984, thunderstorms caused extremely heavy rain over a sizeable area near the centre of Sydney. Observatory Hill recorded 196 mm in three hours. Due to large expanses of urban areas being paved, much of the rainfall became flood run-off, causing damage to homes along the Harbour. Vehicles were swept off roads or buried in mud. Thousands of homes were flooded, and hundreds of people evacuated.",1162900000.0,0.0,NSW,Nov84,1
CycWinifred-Jan86,Cyclone Winifred,Queensland,Cairns,Cyclone,1986-01-27,1986-02-05,3.0,,40000000,https://knowledge.aidr.org.au/resources/cyclone-cyclone-winifred-queensland/,"Tropical Cyclone Winifred registered as a category three cyclone and recorded wind gusts up to 175 km per hour, near Cowley Beach south of Innisfail. Damage and disruption extended from north of Cairns to Cardwell and inland on a narrow front to Ravenshoe. Flooding occurred between Babinda and Tully...The tide gauge at Clump Point recorded a storm surge of 1.6 m, wave run-up on beaches was approximately 2 m above the astronomical tide. Significant 24 hour rainfalls during the period were Topaz 304 mm, Ravenshoe 373 mm, Tully 212 mm, lnnisfail 221 mm and Babinda 251 mm. There were three deaths...The Insurance Council of Australia estimated the 1986 damage at $40 million, with the 2011 estimated normalised cost of $205 million.","Bureau of Meteorology, Report on Cyclone Winifred, 1986, p 3
Bureau of Meteorology, Tropical cyclone impacts along the Australian East Coast from November to April 1858 to 2000, website viewed 2 May 2011
Insurance Council of Australia, Historical disaster statistics, March 2012, website viewed 24 May 2012
The Cairns Post, ‘Memories of Winifred’, 19 March 2007, viewed on Proquest (ID 1237678031), 2 May 2011
Bureau of Meteorology, Tropical Cyclone Winifred 27 January – 5 February 1986, website viewed 2 May 2011",140.0,150.0,-22.0,-12.0,862,"Tropical Cyclone Winifred registered as a category three cyclone and recorded wind gusts up to 175 km per hour, near Cowley Beach south of Innisfail. Damage and disruption extended from north of Cairns to Cardwell and inland on a narrow front to Ravenshoe. Flooding occurred between Babinda and Tully._x000D_
 The tide gauge at Clump Point recorded a storm surge of 1.6 m, wave run-up on beaches was approximately 2 m above the astronomical tide. Significant 24 hour rainfalls during the period were Topaz 304 mm, Ravenshoe 373 mm, Tully 212 mm, lnnisfail 221 mm and Babinda 251 mm. There were three deaths.",301200000.0,0.0,QLD,Jan86,1
