# --------------------------------------------------
# nrow : 1837
# ncol : 15
# author : Julien Lerat, CSIRO Enviromment
# description : Main towns
# reference : Lerat and Vaze (2024), Nature, submitted
# time_generated : 2024-12-02 16:29:33
# --------------------------------------------------
UCL_CODE21,NAME,SSR_CODE21,SSR_NAME21,SOS_CODE21,SOS_NAME21,STE_CODE21,STE_NAME21,AUS_CODE21,AUS_NAME21,AREASQKM21,LOCI_URI21,xcoord,ycoord,POPULATION_MIN
315076,Oakey,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,9.81050,https://linked.data.gov.au/dataset/asgsed3/UCL/315076,151.71778,-27.43755,4999.00000
315077,Palm Island,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,56.29380,https://linked.data.gov.au/dataset/asgsed3/UCL/315077,146.61860,-18.73837,4999.00000
315078,Pittsworth,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,5.00410,https://linked.data.gov.au/dataset/asgsed3/UCL/315078,151.63522,-27.71837,4999.00000
315079,Pomona,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,6.82150,https://linked.data.gov.au/dataset/asgsed3/UCL/315079,152.85923,-26.37594,4999.00000
315080,Port Douglas,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,8.50470,https://linked.data.gov.au/dataset/asgsed3/UCL/315080,145.46605,-16.51160,4999.00000
315081,Proserpine,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,3.44660,https://linked.data.gov.au/dataset/asgsed3/UCL/315081,148.57968,-20.40383,4999.00000
315082,Rainbow Beach,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,2.52440,https://linked.data.gov.au/dataset/asgsed3/UCL/315082,153.08715,-25.90064,4999.00000
315083,Rangewood,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,2.81460,https://linked.data.gov.au/dataset/asgsed3/UCL/315083,146.63877,-19.31138,4999.00000
315084,River Heads,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,6.77130,https://linked.data.gov.au/dataset/asgsed3/UCL/315084,152.90883,-25.40133,4999.00000
315085,Rosewood,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,5.90520,https://linked.data.gov.au/dataset/asgsed3/UCL/315085,152.59935,-27.63488,4999.00000
315086,Russell Island,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,17.51110,https://linked.data.gov.au/dataset/asgsed3/UCL/315086,153.38302,-27.67321,4999.00000
315087,Samford Valley,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,11.00080,https://linked.data.gov.au/dataset/asgsed3/UCL/315087,152.84606,-27.36848,4999.00000
315088,Sarina,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,4.91580,https://linked.data.gov.au/dataset/asgsed3/UCL/315088,149.21902,-21.41963,4999.00000
315089,St George,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,15.71020,https://linked.data.gov.au/dataset/asgsed3/UCL/315089,148.59121,-28.03916,4999.00000
315090,Stanthorpe,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,15.38810,https://linked.data.gov.au/dataset/asgsed3/UCL/315090,151.94035,-28.65537,4999.00000
315091,Thursday Island,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,3.71840,https://linked.data.gov.au/dataset/asgsed3/UCL/315091,142.21977,-10.57877,4999.00000
315092,Tin Can Bay,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,4.25830,https://linked.data.gov.au/dataset/asgsed3/UCL/315092,152.99915,-25.92157,4999.00000
315093,Toogoolawah,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,3.47790,https://linked.data.gov.au/dataset/asgsed3/UCL/315093,152.37288,-27.08738,4999.00000
315094,Toogoom,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,3.01630,https://linked.data.gov.au/dataset/asgsed3/UCL/315094,152.69168,-25.25655,4999.00000
315095,Tully,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,7.04210,https://linked.data.gov.au/dataset/asgsed3/UCL/315095,145.92644,-17.92978,4999.00000
315096,Walkerston,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,3.57350,https://linked.data.gov.au/dataset/asgsed3/UCL/315096,149.05690,-21.16457,4999.00000
315097,Walloon,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,5.86050,https://linked.data.gov.au/dataset/asgsed3/UCL/315097,152.66475,-27.60207,4999.00000
315098,Weipa,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,15.80360,https://linked.data.gov.au/dataset/asgsed3/UCL/315098,141.86118,-12.64157,4999.00000
315099,Westbrook,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,2.38220,https://linked.data.gov.au/dataset/asgsed3/UCL/315099,151.87312,-27.60261,4999.00000
315100,Willowbank,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,4.31870,https://linked.data.gov.au/dataset/asgsed3/UCL/315100,152.68741,-27.66476,4999.00000
315101,Withcott,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,9.44930,https://linked.data.gov.au/dataset/asgsed3/UCL/315101,152.01948,-27.55976,4999.00000
315102,Wondai,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,7.15830,https://linked.data.gov.au/dataset/asgsed3/UCL/315102,151.86610,-26.31430,4999.00000
315103,Wongaling Beach,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,7.57430,https://linked.data.gov.au/dataset/asgsed3/UCL/315103,146.09125,-17.90296,4999.00000
315104,Woodford,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,12.47440,https://linked.data.gov.au/dataset/asgsed3/UCL/315104,152.77462,-26.95578,4999.00000
315105,Woodgate,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,2.46800,https://linked.data.gov.au/dataset/asgsed3/UCL/315105,152.56387,-25.10768,4999.00000
315106,Wyreema,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,1.37110,https://linked.data.gov.au/dataset/asgsed3/UCL/315106,151.86208,-27.65745,4999.00000
315107,Yandina,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,6.87100,https://linked.data.gov.au/dataset/asgsed3/UCL/315107,152.95093,-26.56050,4999.00000
315108,Yarrabah,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,0.68400,https://linked.data.gov.au/dataset/asgsed3/UCL/315108,145.87096,-16.90883,4999.00000
315109,Yungaburra,315,"4,999 or less",31,Other Urban,3,Queensland,AUS,Australia,4.13600,https://linked.data.gov.au/dataset/asgsed3/UCL/315109,145.58441,-17.26183,4999.00000
321001,Aldershot,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.06780,https://linked.data.gov.au/dataset/asgsed3/UCL/321001,152.66311,-25.46420,500.00000
321002,Allora,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.46190,https://linked.data.gov.au/dataset/asgsed3/UCL/321002,151.98250,-28.03621,500.00000
321003,Apple Tree Creek,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,5.77200,https://linked.data.gov.au/dataset/asgsed3/UCL/321003,152.23330,-25.22426,500.00000
321004,Aratula,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,6.82360,https://linked.data.gov.au/dataset/asgsed3/UCL/321004,152.54965,-27.98785,500.00000
321005,Armstrong Beach,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.12980,https://linked.data.gov.au/dataset/asgsed3/UCL/321005,149.28867,-21.45128,500.00000
321006,Badu Island,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,102.54470,https://linked.data.gov.au/dataset/asgsed3/UCL/321006,142.14531,-10.11640,500.00000
321007,Bakers Creek,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,20.94560,https://linked.data.gov.au/dataset/asgsed3/UCL/321007,149.15802,-21.21425,500.00000
321008,Balgal Beach,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,13.63940,https://linked.data.gov.au/dataset/asgsed3/UCL/321008,146.41091,-19.03986,500.00000
321009,Barcaldine,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,7.41880,https://linked.data.gov.au/dataset/asgsed3/UCL/321009,145.29679,-23.55933,500.00000
321010,Belvedere,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,0.45480,https://linked.data.gov.au/dataset/asgsed3/UCL/321010,145.98919,-17.52077,500.00000
321011,Benaraby,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,3.95720,https://linked.data.gov.au/dataset/asgsed3/UCL/321011,151.32694,-24.00366,500.00000
321012,Biggenden,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,2.45200,https://linked.data.gov.au/dataset/asgsed3/UCL/321012,152.04731,-25.50719,500.00000
321013,Black Mountain,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,7.46400,https://linked.data.gov.au/dataset/asgsed3/UCL/321013,152.88007,-26.40401,500.00000
321014,Black River,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.24170,https://linked.data.gov.au/dataset/asgsed3/UCL/321014,146.62560,-19.24354,500.00000
321015,Blackall,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,7.66790,https://linked.data.gov.au/dataset/asgsed3/UCL/321015,145.45765,-24.41846,500.00000
321016,Blackbutt,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.69970,https://linked.data.gov.au/dataset/asgsed3/UCL/321016,152.10417,-26.88461,500.00000
321017,Blue Mountain Heights,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,3.84630,https://linked.data.gov.au/dataset/asgsed3/UCL/321017,151.95717,-27.49830,500.00000
321018,Bluewater,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,3.28620,https://linked.data.gov.au/dataset/asgsed3/UCL/321018,146.56184,-19.16835,500.00000
321019,Bluewater Park,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,3.60120,https://linked.data.gov.au/dataset/asgsed3/UCL/321019,146.51338,-19.20504,500.00000
321020,Booral,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,8.56600,https://linked.data.gov.au/dataset/asgsed3/UCL/321020,152.90293,-25.36126,500.00000
321021,Bouldercombe,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,7.62940,https://linked.data.gov.au/dataset/asgsed3/UCL/321021,150.46887,-23.56712,500.00000
321022,Boyland,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,6.38050,https://linked.data.gov.au/dataset/asgsed3/UCL/321022,153.16579,-27.94913,500.00000
321023,Brandon,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,0.95620,https://linked.data.gov.au/dataset/asgsed3/UCL/321023,147.35587,-19.55516,500.00000
321024,Brightview,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,2.53500,https://linked.data.gov.au/dataset/asgsed3/UCL/321024,152.49164,-27.51982,500.00000
321025,Burrum Heads,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.12680,https://linked.data.gov.au/dataset/asgsed3/UCL/321025,152.63256,-25.21088,500.00000
321026,Campwin Beach,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,0.59330,https://linked.data.gov.au/dataset/asgsed3/UCL/321026,149.31259,-21.37801,500.00000
321027,Canungra,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.68030,https://linked.data.gov.au/dataset/asgsed3/UCL/321027,153.16171,-28.01856,500.00000
321028,Capella,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,9.39940,https://linked.data.gov.au/dataset/asgsed3/UCL/321028,148.02268,-23.08340,500.00000
321029,Coochiemudlo Island,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.64450,https://linked.data.gov.au/dataset/asgsed3/UCL/321029,153.33048,-27.56989,500.00000
321030,Coominya,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,5.43170,https://linked.data.gov.au/dataset/asgsed3/UCL/321030,152.50117,-27.39728,500.00000
321031,Cooran,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,7.79090,https://linked.data.gov.au/dataset/asgsed3/UCL/321031,152.81690,-26.33970,500.00000
321032,Cooroibah,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,21.81350,https://linked.data.gov.au/dataset/asgsed3/UCL/321032,152.99838,-26.36030,500.00000
321033,Cooya Beach,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.03500,https://linked.data.gov.au/dataset/asgsed3/UCL/321033,145.40426,-16.44942,500.00000
321034,Cunnamulla,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,6.57830,https://linked.data.gov.au/dataset/asgsed3/UCL/321034,145.69030,-28.07425,500.00000
321035,Curra,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,20.10070,https://linked.data.gov.au/dataset/asgsed3/UCL/321035,152.57453,-26.08415,500.00000
321036,Delaneys Creek,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,4.35850,https://linked.data.gov.au/dataset/asgsed3/UCL/321036,152.79540,-27.00456,500.00000
321037,Dunwich,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,2.22320,https://linked.data.gov.au/dataset/asgsed3/UCL/321037,153.40830,-27.49398,500.00000
321038,Elliott Heads,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.39620,https://linked.data.gov.au/dataset/asgsed3/UCL/321038,152.48906,-24.91078,500.00000
321039,Flaxton,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,11.63970,https://linked.data.gov.au/dataset/asgsed3/UCL/321039,152.86410,-26.65712,500.00000
321040,Forest Acres,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,7.34240,https://linked.data.gov.au/dataset/asgsed3/UCL/321040,152.93984,-26.36725,500.00000
321041,Gin Gin,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,4.03240,https://linked.data.gov.au/dataset/asgsed3/UCL/321041,151.95889,-24.99180,500.00000
321042,Glenore Grove,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,3.77380,https://linked.data.gov.au/dataset/asgsed3/UCL/321042,152.41315,-27.54317,500.00000
321043,Glenview,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,2.95910,https://linked.data.gov.au/dataset/asgsed3/UCL/321043,153.02992,-26.75717,500.00000
321044,Glenwood,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,18.35600,https://linked.data.gov.au/dataset/asgsed3/UCL/321044,152.63502,-25.94905,500.00000
321045,Goldsborough,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,13.33660,https://linked.data.gov.au/dataset/asgsed3/UCL/321045,145.75236,-17.14605,500.00000
321046,Gooburrum,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.31770,https://linked.data.gov.au/dataset/asgsed3/UCL/321046,152.34561,-24.81745,500.00000
321047,Goombungee,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,2.07590,https://linked.data.gov.au/dataset/asgsed3/UCL/321047,151.85177,-27.30565,500.00000
321048,Goomeri,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.77520,https://linked.data.gov.au/dataset/asgsed3/UCL/321048,152.06987,-26.18382,500.00000
321049,Greenmount,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.07230,https://linked.data.gov.au/dataset/asgsed3/UCL/321049,151.90536,-27.78477,500.00000
321050,Helidon,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.17850,https://linked.data.gov.au/dataset/asgsed3/UCL/321050,152.12644,-27.54858,500.00000
321051,Herberton,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,3.78520,https://linked.data.gov.au/dataset/asgsed3/UCL/321051,145.38636,-17.38189,500.00000
321052,Hope Vale,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,20.95710,https://linked.data.gov.au/dataset/asgsed3/UCL/321052,145.09756,-15.29360,500.00000
321053,Horn Island,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,53.18490,https://linked.data.gov.au/dataset/asgsed3/UCL/321053,142.28156,-10.60647,500.00000
321054,Horseshoe Bay,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,4.92790,https://linked.data.gov.au/dataset/asgsed3/UCL/321054,146.84980,-19.12349,500.00000
321055,Hughenden,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,10.75300,https://linked.data.gov.au/dataset/asgsed3/UCL/321055,144.20980,-20.83249,500.00000
321056,Inglewood,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,4.50700,https://linked.data.gov.au/dataset/asgsed3/UCL/321056,151.08404,-28.41588,500.00000
321057,Jandowae,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,2.82130,https://linked.data.gov.au/dataset/asgsed3/UCL/321057,151.10993,-26.78135,500.00000
321058,Kalbar,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,2.81170,https://linked.data.gov.au/dataset/asgsed3/UCL/321058,152.62929,-27.94111,500.00000
321059,Kiels Mountain,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,6.53290,https://linked.data.gov.au/dataset/asgsed3/UCL/321059,153.00462,-26.64776,500.00000
321060,Killarney,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,2.32560,https://linked.data.gov.au/dataset/asgsed3/UCL/321060,152.29432,-28.33928,500.00000
321061,Kinka Beach,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,7.40560,https://linked.data.gov.au/dataset/asgsed3/UCL/321061,150.78712,-23.22602,500.00000
321062,Kowanyama,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,7.93300,https://linked.data.gov.au/dataset/asgsed3/UCL/321062,141.74487,-15.48383,500.00000
321063,Kureelpa,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,19.02190,https://linked.data.gov.au/dataset/asgsed3/UCL/321063,152.89097,-26.60674,500.00000
321064,Kurrimine Beach,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,0.83630,https://linked.data.gov.au/dataset/asgsed3/UCL/321064,146.10241,-17.77944,500.00000
321065,Laidley Heights,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,11.16860,https://linked.data.gov.au/dataset/asgsed3/UCL/321065,152.37045,-27.63321,500.00000
321066,Lamb Island,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.38500,https://linked.data.gov.au/dataset/asgsed3/UCL/321066,153.38017,-27.62483,500.00000
321067,Lockhart River,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,6.92490,https://linked.data.gov.au/dataset/asgsed3/UCL/321067,143.34282,-12.78666,500.00000
321068,Lower Beechmont,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,3.71360,https://linked.data.gov.au/dataset/asgsed3/UCL/321068,153.25183,-28.03926,500.00000
321069,Mapleton,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.26800,https://linked.data.gov.au/dataset/asgsed3/UCL/321069,152.86348,-26.62559,500.00000
321070,Marburg,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,3.70760,https://linked.data.gov.au/dataset/asgsed3/UCL/321070,152.59747,-27.56948,500.00000
321071,Mareeba,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,5.24630,https://linked.data.gov.au/dataset/asgsed3/UCL/321071,145.42137,-17.04997,500.00000
321072,Minden Village,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,4.80690,https://linked.data.gov.au/dataset/asgsed3/UCL/321072,152.56247,-27.53480,500.00000
321073,Mission Beach,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,3.25970,https://linked.data.gov.au/dataset/asgsed3/UCL/321073,146.10217,-17.87010,500.00000
321074,Mitchell,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,6.06280,https://linked.data.gov.au/dataset/asgsed3/UCL/321074,147.97093,-26.48446,500.00000
321075,Mundoolun,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,3.84300,https://linked.data.gov.au/dataset/asgsed3/UCL/321075,153.07554,-27.86631,500.00000
321076,Napranum,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,2.03870,https://linked.data.gov.au/dataset/asgsed3/UCL/321076,141.89011,-12.68143,500.00000
321077,Nebo,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,2.33470,https://linked.data.gov.au/dataset/asgsed3/UCL/321077,148.69180,-21.69255,500.00000
321078,Nome,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.77290,https://linked.data.gov.au/dataset/asgsed3/UCL/321078,146.90979,-19.37392,500.00000
321079,Normanton,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,12.16090,https://linked.data.gov.au/dataset/asgsed3/UCL/321079,141.07521,-17.68826,500.00000
321080,Oakhurst,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,25.69870,https://linked.data.gov.au/dataset/asgsed3/UCL/321080,152.62544,-25.50857,500.00000
321081,Peachester,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.80120,https://linked.data.gov.au/dataset/asgsed3/UCL/321081,152.88649,-26.84323,500.00000
321082,Pie Creek,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,4.12930,https://linked.data.gov.au/dataset/asgsed3/UCL/321082,152.62523,-26.23675,500.00000
321083,Plainland,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,17.66680,https://linked.data.gov.au/dataset/asgsed3/UCL/321083,152.42071,-27.57389,500.00000
321084,Point Lookout,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,2.23200,https://linked.data.gov.au/dataset/asgsed3/UCL/321084,153.53006,-27.42813,500.00000
321085,Poona,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.73260,https://linked.data.gov.au/dataset/asgsed3/UCL/321085,152.91096,-25.71818,500.00000
321086,Pormpuraaw,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,24.87670,https://linked.data.gov.au/dataset/asgsed3/UCL/321086,141.62675,-14.89127,500.00000
321087,Prince Henry Heights,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,0.56070,https://linked.data.gov.au/dataset/asgsed3/UCL/321087,151.99096,-27.55278,500.00000
321088,Ravenshoe,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,3.52270,https://linked.data.gov.au/dataset/asgsed3/UCL/321088,145.48818,-17.61349,500.00000
321089,Rubyvale,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,8.79280,https://linked.data.gov.au/dataset/asgsed3/UCL/321089,147.69224,-23.41718,500.00000
321090,Samford Village,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.52840,https://linked.data.gov.au/dataset/asgsed3/UCL/321090,152.88413,-27.37398,500.00000
321091,Sapphire,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,9.59800,https://linked.data.gov.au/dataset/asgsed3/UCL/321091,147.71017,-23.46708,500.00000
321092,Seaforth,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,6.33520,https://linked.data.gov.au/dataset/asgsed3/UCL/321092,148.95367,-20.89528,500.00000
321093,Sharon,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,4.52540,https://linked.data.gov.au/dataset/asgsed3/UCL/321093,152.26327,-24.88499,500.00000
321094,Sloping Hummock,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,0.56520,https://linked.data.gov.au/dataset/asgsed3/UCL/321094,152.42511,-24.84324,500.00000
321095,South Mission Beach,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,2.03810,https://linked.data.gov.au/dataset/asgsed3/UCL/321095,146.09088,-17.93965,500.00000
321096,Springsure,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,5.19030,https://linked.data.gov.au/dataset/asgsed3/UCL/321096,148.08726,-24.12186,500.00000
321097,Sunshine Acres,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,12.36510,https://linked.data.gov.au/dataset/asgsed3/UCL/321097,152.78770,-25.35813,500.00000
321098,Tamborine,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,4.84340,https://linked.data.gov.au/dataset/asgsed3/UCL/321098,153.11507,-27.87543,500.00000
321099,Tara,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,4.85280,https://linked.data.gov.au/dataset/asgsed3/UCL/321099,150.45790,-27.27649,500.00000
321100,Taroom,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,4.40970,https://linked.data.gov.au/dataset/asgsed3/UCL/321100,149.80171,-25.64207,500.00000
321101,Texas,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,4.50450,https://linked.data.gov.au/dataset/asgsed3/UCL/321101,151.17637,-28.85190,500.00000
321102,Thagoona,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,2.26950,https://linked.data.gov.au/dataset/asgsed3/UCL/321102,152.62740,-27.62362,500.00000
321103,The Palms,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,11.96530,https://linked.data.gov.au/dataset/asgsed3/UCL/321103,152.58969,-26.19216,500.00000
321104,Tieri,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.89590,https://linked.data.gov.au/dataset/asgsed3/UCL/321104,148.34770,-23.03350,500.00000
321105,Tolga,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,5.80120,https://linked.data.gov.au/dataset/asgsed3/UCL/321105,145.45168,-17.20463,500.00000
321106,Tolga,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,2.66830,https://linked.data.gov.au/dataset/asgsed3/UCL/321106,145.47743,-17.21724,500.00000
321107,Toorbul,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,3.05810,https://linked.data.gov.au/dataset/asgsed3/UCL/321107,153.10236,-27.04625,500.00000
321108,Wangan,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,0.51320,https://linked.data.gov.au/dataset/asgsed3/UCL/321108,146.00992,-17.57433,500.00000
321109,Winton,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,4.13320,https://linked.data.gov.au/dataset/asgsed3/UCL/321109,143.04287,-22.38506,500.00000
321110,Witta,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,5.51920,https://linked.data.gov.au/dataset/asgsed3/UCL/321110,152.81737,-26.70734,500.00000
321111,Wonga Beach,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,1.76130,https://linked.data.gov.au/dataset/asgsed3/UCL/321111,145.41365,-16.35115,500.00000
321112,Woorabinda,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,219.51510,https://linked.data.gov.au/dataset/asgsed3/UCL/321112,149.44616,-24.13595,500.00000
321113,Yabulu,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,2.43750,https://linked.data.gov.au/dataset/asgsed3/UCL/321113,146.58865,-19.20084,500.00000
321114,Yarraman,321,500 or more,32,Bounded Locality,3,Queensland,AUS,Australia,2.94670,https://linked.data.gov.au/dataset/asgsed3/UCL/321114,151.98435,-26.84265,500.00000
322001,Alligator Creek,322,499 or less,32,Bounded Locality,3,Queensland,AUS,Australia,2.72250,https://linked.data.gov.au/dataset/asgsed3/UCL/322001,146.94077,-19.42233,499.00000
